gene	ensg	gene_group	Family_count	Family_connection	PS3	BS3	External_Eval	Exclusion	Training_set
EGFR	ENSG00000146648	Erb-b2 receptor tyrosine kinases	1	1	2	0	0	0	1
ERCC4	ENSG00000175595	ERCC excision repair associated	3	7	2	0	0	0	1
ERCC5	ENSG00000134899	ERCC excision repair associated	3	7	2	0	0	0	1
FLI1	ENSG00000151702	ETS transcription factor family	1	4	2	0	0	0	1
EXOSC3	ENSG00000107371	Exosome complex	1	2	2	0	0	0	1
EYA4	ENSG00000112319	EYA transcriptional coactivator and phosphatases	1	2	2	0	0	0	1
XRCC2	ENSG00000196584	FA complementation groups	1	14	2	0	0	0	1
FANCD2	ENSG00000144554	FA complementation groups	2	14	2	0	0	0	1
FANCG	ENSG00000221829	FA complementation groups	2	14	2	0	0	0	1
ERCC4	ENSG00000175595	FA complementation groups	3	14	2	0	0	0	1
FANCM	ENSG00000187790	FA complementation groups	3	14	2	0	0	0	1
FANCM	ENSG00000187790	FA core complex	3	5	2	0	0	0	1
FANCG	ENSG00000221829	FA core complex	2	5	2	0	0	0	1
PSTPIP1	ENSG00000140368	F-BAR domain containing	1	1	2	0	0	0	1
OTOF	ENSG00000115155	Ferlin family	1	2	2	0	0	0	1
FRMD7	ENSG00000165694	FERM domain containing	1	9	2	0	0	0	1
TBCK	ENSG00000145348	FERRY complex subunits	1	1	2	0	0	0	1
COL27A1	ENSG00000196739	Fibrillar collagens	2	7	2	0	0	0	1
FBN2	ENSG00000138829	Fibrillin family	1	2	2	0	0	0	1
FGG	ENSG00000171557	Fibrinogen C domain containing	3	2	2	0	0	0	1
FGG	ENSG00000171557	Fibrinogen chains	3	2	2	0	0	0	1
GHR	ENSG00000112964	Fibronectin type III domain containing	1	17	2	0	0	0	1
INSR	ENSG00000171105	Fibronectin type III domain containing	3	17	2	0	0	0	1
IL7R	ENSG00000168685	Fibronectin type III domain containing	3	17	2	0	0	0	1
IGF1R	ENSG00000140443	Fibronectin type III domain containing	4	17	2	0	0	0	1
EFEMP2	ENSG00000172638	Fibulins	1	3	2	0	0	0	1
AIPL1	ENSG00000129221	FKBP prolyl isomerase family	1	3	2	0	0	0	1
AIP	ENSG00000110711	FKBP prolyl isomerase family	2	3	2	0	0	0	1
FKBP10	ENSG00000141756	FKBP prolyl isomerase family	2	3	2	0	0	0	1
DHODH	ENSG00000102967	Flavoproteins	1	42	2	0	0	0	1
ETFA	ENSG00000140374	Flavoproteins	1	42	2	0	0	0	1
FDXR	ENSG00000161513	Flavoproteins	3	42	2	0	0	0	1
FOXRED1	ENSG00000110074	Flavoproteins	2	42	2	0	0	0	1
FOXG1	ENSG00000176165	Forkhead boxes	1	7	2	0	0	0	1
INF2	ENSG00000203485	Formins	2	2	2	0	0	0	1
GSDME	ENSG00000105928	Gasdermins	1	1	2	0	0	0	1
GATA6	ENSG00000141448	GATA zinc finger domain containing	1	5	2	0	0	0	1
BRF1	ENSG00000185024	General transcription factor IIIB complex subunits	2	1	2	0	0	0	1
BRF1	ENSG00000185024	General transcription factors	2	1	2	0	0	0	1
PROC	ENSG00000115718	Gla domain containing	2	6	2	0	0	0	1
GRIA3	ENSG00000125675	Glutamate ionotropic receptor AMPA type subunits	1	2	2	0	0	0	1
GPT2	ENSG00000166123	Glutamic--pyruvic transaminase family	1	1	2	0	0	0	1
GFPT1	ENSG00000198380	Glutamine--fructose-6-phosphate transaminase family	1	1	2	0	0	0	1
GYS2	ENSG00000111713	Glycosyl transferases group 1 domain containing	1	2	2	0	0	0	1
PIGT	ENSG00000124155	Glycosylphosphatidylinositol transamidase complex	3	1	2	0	0	0	1
HPDL	ENSG00000186603	Glyoxalase domain containing	1	2	2	0	0	0	1
FAM20C	ENSG00000177706	Golgi associated kinase family	1	1	2	0	0	0	1
GH1	ENSG00000259384	Growth hormone family	1	1	2	0	0	0	1
DKC1	ENSG00000130826	H/ACA ribonucleoprotein complex	5	1	2	0	0	0	1
PNKP	ENSG00000039650	HAD Asp-based non-protein phosphatases	1	2	2	0	0	0	1
NEDD4L	ENSG00000049759	HECT domain containing	2	5	2	0	0	0	1
POGZ	ENSG00000143442	Helix-turn-helix CENPB type domain family	2	1	2	0	0	0	1
HINT1	ENSG00000169567	Histidine triad superfamily	1	4	2	0	0	0	1
HEPACAM	ENSG00000165478	Ig-like cell adhesion molecule family	2	3	2	0	0	0	1
KIT	ENSG00000157404	Immunoglobulin like domain containing	3	7	2	0	0	0	1
CSF1R	ENSG00000182578	Immunoglobulin like domain containing	3	7	2	0	0	0	1
IPO8	ENSG00000133704	Importins	1	1	2	0	0	0	1
INSR	ENSG00000171105	Insulin receptor family	3	2	2	0	0	0	1
IGF1R	ENSG00000140443	Insulin receptor family	4	2	2	0	0	0	1
IFNAR2	ENSG00000159110	Interferon receptors	1	2	2	0	0	0	1
IL7R	ENSG00000168685	Interleukin receptors	3	5	2	0	0	0	1
MYBPC1	ENSG00000196091	I-set domain containing	2	18	2	0	0	0	1
SPEG	ENSG00000072195	I-set domain containing	2	18	2	0	0	0	1
JAK3	ENSG00000105639	Jak family tyrosine kinases	1	3	2	0	0	0	1
KLK4	ENSG00000167749	Kallikreins	2	1	2	0	0	0	1
OSGEP	ENSG00000092094	KEOPS complex	1	1	2	0	0	0	1
KRT14	ENSG00000186847	"Keratins, type I"	1	4	2	0	0	0	1
KPTN	ENSG00000118162	KICSTOR complex	1	1	2	0	0	0	1
RAD21	ENSG00000164754	Kleisins	3	1	2	0	0	0	1
LAMC2	ENSG00000058085	Laminin subunits	1	3	2	0	0	0	1
MAF	ENSG00000178573	Large MAF bZIP transcription factor family	1	2	2	0	0	0	1
ANKLE2	ENSG00000176915	LEM domain containing	2	1	2	0	0	0	1
LMX1B	ENSG00000136944	LIM class homeoboxes	1	1	2	0	0	0	1
LPIN2	ENSG00000101577	Lipins	1	2	2	0	0	0	1
KDM5C	ENSG00000126012	Lysine demethylases	4	1	2	0	0	0	1
AGPAT2	ENSG00000169692	Lysophospholipid acyltransferases	2	1	2	0	0	0	1
PMPCB	ENSG00000105819	M16 metallopeptidases	1	2	2	0	0	0	1
MAN1B1	ENSG00000177239	Mannosidases alpha class 1	1	1	2	0	0	0	1
ELAC2	ENSG00000006744	MBL fold containing DNA/RNA interacting subfamily	2	1	2	0	0	0	1
CDK19	ENSG00000155111	Mediator complex	2	5	2	0	0	0	1
DGAT1	ENSG00000185000	Membrane bound O-acyltransferase family	2	2	2	0	0	0	1
PINK1	ENSG00000158828	MicroRNA protein coding host genes	1	114	2	0	0	0	1
PMP22	ENSG00000109099	MicroRNA protein coding host genes	1	114	2	0	0	0	1
SHOC2	ENSG00000108061	MicroRNA protein coding host genes	1	114	2	0	0	0	1
ECHS1	ENSG00000127884	MicroRNA protein coding host genes	1	114	2	0	0	0	1
COL27A1	ENSG00000196739	MicroRNA protein coding host genes	2	114	2	0	0	0	1
PANK2	ENSG00000125779	MicroRNA protein coding host genes	2	114	2	0	0	0	1
ANK2	ENSG00000145362	MicroRNA protein coding host genes	4	114	2	0	0	0	1
IGF1R	ENSG00000140443	MicroRNA protein coding host genes	4	114	2	0	0	0	1
RAD21	ENSG00000164754	MicroRNA protein coding host genes	3	114	2	0	0	0	1
DKC1	ENSG00000130826	MicroRNA protein coding host genes	5	114	2	0	0	0	1
SPTB	ENSG00000070182	MicroRNA protein coding host genes	3	114	2	0	0	0	1
TRPC6	ENSG00000137672	MicroRNA protein coding host genes	3	114	2	0	0	0	1
ALDH4A1	ENSG00000159423	MicroRNA protein coding host genes	2	114	2	0	0	0	1
ANK1	ENSG00000029534	MicroRNA protein coding host genes	3	114	2	0	0	0	1
PIEZO2	ENSG00000154864	MicroRNA protein coding host genes	3	114	2	0	0	0	1
ATG4D	ENSG00000130734	MicroRNA protein coding host genes	2	114	2	0	0	0	1
PIEZO1	ENSG00000103335	MicroRNA protein coding host genes	3	114	2	0	0	0	1
CDK4	ENSG00000135446	MicroRNA protein coding host genes	2	114	2	0	0	0	1
CYP19A1	ENSG00000137869	MicroRNA protein coding host genes	2	114	2	0	0	0	1
AIP	ENSG00000110711	MicroRNA protein coding host genes	2	114	2	0	0	0	1
DGAT1	ENSG00000185000	MicroRNA protein coding host genes	2	114	2	0	0	0	1
PADI3	ENSG00000142619	MicroRNA protein coding host genes	2	114	2	0	0	0	1
PIGT	ENSG00000124155	MicroRNA protein coding host genes	3	114	2	0	0	0	1
KCNT2	ENSG00000162687	MicroRNA protein coding host genes	2	114	2	0	0	0	1
PFKM	ENSG00000152556	MicroRNA protein coding host genes	3	114	2	0	0	0	1
KDM5C	ENSG00000126012	MicroRNA protein coding host genes	4	114	2	0	0	0	1
DPH1	ENSG00000108963	Minor histocompatibility antigens	2	5	2	0	0	0	1
NUBPL	ENSG00000151413	Mitochondrial iron-sulfur assembly components	2	5	2	0	0	0	1
FDXR	ENSG00000161513	Mitochondrial iron-sulfur assembly components	3	5	2	0	0	0	1
ATAD3A	ENSG00000197785	Mitochondrial nucleoid associated proteins	2	3	2	0	0	0	1
PET100	ENSG00000229833	Mitochondrial respiratory chain complex assembly factors	1	19	2	0	0	0	1
COX20	ENSG00000203667	Mitochondrial respiratory chain complex assembly factors	1	19	2	0	0	0	1
FOXRED1	ENSG00000110074	Mitochondrial respiratory chain complex assembly factors	2	19	2	0	0	0	1
NUBPL	ENSG00000151413	Mitochondrial respiratory chain complex assembly factors	2	19	2	0	0	0	1
FDXR	ENSG00000161513	Mitochondrial respiratory chain complex assembly factors	3	19	2	0	0	0	1
HSD17B10	ENSG00000072506	Mitochondrial RNase P complex	2	1	2	0	0	0	1
MT-ND1	ENSG00000198888	Mitochondrially encoded protein coding genes	2	6	2	0	0	0	1
TMEM231	ENSG00000205084	MKS complex	1	7	2	0	0	0	1
MRTFB	ENSG00000186260	Myocardin family	1	1	2	0	0	0	1
MYBPC1	ENSG00000196091	Myosin binding proteins	2	2	2	0	0	0	1
MYH11	ENSG00000133392	"Myosin heavy chains, class II"	1	5	2	0	0	0	1
SPEG	ENSG00000072195	Myosin light chain kinase family	2	2	2	0	0	0	1
NDUFV2	ENSG00000178127	NADH:ubiquinone oxidoreductase core subunits	1	9	2	0	0	0	1
MT-ND1	ENSG00000198888	NADH:ubiquinone oxidoreductase core subunits	2	9	2	0	0	0	1
NDUFA13	ENSG00000186010	NADH:ubiquinone oxidoreductase supernumerary subunits	1	5	2	0	0	0	1
NALCN	ENSG00000102452	NALCN channel complex subunits	2	2	2	0	0	0	1
COL4A1	ENSG00000187498	Network forming collagens	1	4	2	0	0	0	1
NKX2-1	ENSG00000136352	NKL subclass homeoboxes and pseudogenes	1	3	2	0	0	0	1
NOD2	ENSG00000167207	NLR family	2	7	2	0	0	0	1
NR5A1	ENSG00000136931	Nuclear receptor subfamily 5 group A	1	1	2	0	0	0	1
NUP85	ENSG00000125450	Nucleoporins	1	7	2	0	0	0	1
NUP93	ENSG00000102900	Nucleoporins	1	7	2	0	0	0	1
NUP107	ENSG00000111581	Nucleoporins	1	7	2	0	0	0	1
ORC1	ENSG00000085840	Origin recognition complex	2	2	2	0	0	0	1
PAX9	ENSG00000198807	Paired boxes	1	5	2	0	0	0	1
PANK2	ENSG00000125779	Pantothenate kinase family	2	1	2	0	0	0	1
SMARCB1	ENSG00000099956	PBAF complex subunits	3	3	2	0	0	0	1
PADI3	ENSG00000142619	Peptidyl arginine deiminases	2	2	2	0	0	0	1
PEX12	ENSG00000108733	Peroxins	1	9	2	0	0	0	1
PEX13	ENSG00000162928	Peroxins	1	9	2	0	0	0	1
PEX5	ENSG00000139197	Peroxins	2	9	2	0	0	0	1
KDM5C	ENSG00000126012	PHD finger proteins	4	8	2	0	0	0	1
PIGT	ENSG00000124155	Phosphatidylinositol glycan anchor biosynthesis	3	8	2	0	0	0	1
PIGB	ENSG00000069943	Phosphatidylinositol glycan anchor biosynthesis	2	8	2	0	0	0	1
PFKM	ENSG00000152556	Phosphofructokinase family	3	1	2	0	0	0	1
FIG4	ENSG00000112367	Phosphoinositide phosphatases	1	6	2	0	0	0	1
INPP5E	ENSG00000148384	Phosphoinositide phosphatases	1	6	2	0	0	0	1
OCRL	ENSG00000122126	Phosphoinositide phosphatases	1	6	2	0	0	0	1
PIEZO2	ENSG00000154864	Piezo type mechanosensitive ion channel components	3	2	2	0	0	0	1
PIEZO1	ENSG00000103335	Piezo type mechanosensitive ion channel components	3	2	2	0	0	0	1
AKT3	ENSG00000117020	Pleckstrin homology domain containing	2	16	2	0	0	0	1
DNM1	ENSG00000106976	Pleckstrin homology domain containing	2	16	2	0	0	0	1
SPTB	ENSG00000070182	Pleckstrin homology domain containing	3	16	2	0	0	0	1
KCNMA1	ENSG00000156113	Potassium calcium-activated channels	1	2	2	0	0	0	1
KCNN4	ENSG00000104783	Potassium calcium-activated channels	1	2	2	0	0	0	1
KCNT2	ENSG00000162687	Potassium sodium-activated channel subfamily T 	2	2	2	0	0	0	1
KCNK9	ENSG00000169427	Potassium two pore domain channel subfamily K	1	1	2	0	0	0	1
POU3F3	ENSG00000198914	POU class homeoboxes and pseudogenes	1	4	2	0	0	0	1
HESX1	ENSG00000163666	PRD class homeoboxes and pseudogenes	1	16	2	0	0	0	1
CRX	ENSG00000105392	PRD class homeoboxes and pseudogenes	1	16	2	0	0	0	1
PRKAR1A	ENSG00000108946	Protein kinase A subunits	1	1	2	0	0	0	1
SMARCB1	ENSG00000099956	Protein phosphatase 1 regulatory subunits	3	19	2	0	0	0	1
PFKM	ENSG00000152556	Protein phosphatase 1 regulatory subunits	3	19	2	0	0	0	1
PPM1D	ENSG00000170836	"Protein phosphatases, Mg2+/Mn2+ dependent"	1	1	2	0	0	0	1
DKC1	ENSG00000130826	Pseudouridine synthases	5	2	2	0	0	0	1
ERCC5	ENSG00000134899	Rad2/XPG endonuclease family	3	1	2	0	0	0	1
RRAS2	ENSG00000133818	RAS type GTPase family	1	6	2	0	0	0	1
PRKN	ENSG00000185345	RBR E3 ubiquitin ligases	2	2	2	0	0	0	1
APP	ENSG00000142192	Receptor ligands	1	19	2	0	0	0	1
PSAP	ENSG00000197746	Receptor ligands	1	19	2	0	0	0	1
C3	ENSG00000125730	Receptor ligands	3	19	2	0	0	0	1
FGG	ENSG00000171557	Receptor ligands	3	19	2	0	0	0	1
PROC	ENSG00000115718	Receptor ligands	2	19	2	0	0	0	1
KIT	ENSG00000157404	Receptor tyrosine kinases	3	13	2	0	0	0	1
CSF1R	ENSG00000182578	Receptor tyrosine kinases	3	13	2	0	0	0	1
RECQL4	ENSG00000160957	RecQ like helicases	1	3	2	0	0	0	1
RARB	ENSG00000077092	Retinoic acid receptors	1	1	2	0	0	0	1
PRKN	ENSG00000185345	Ring finger proteins	2	15	2	0	0	0	1
AGO2	ENSG00000123908	RISC loading complex subunits	3	3	2	0	0	0	1
POLR1C	ENSG00000171453	RNA polymerase subunits	1	5	2	0	0	0	1
POLR3B	ENSG00000013503	RNA polymerase subunits	1	5	2	0	0	0	1
POLR3GL	ENSG00000121851	RNA polymerase subunits	1	5	2	0	0	0	1
RPS24	ENSG00000138326	S ribosomal proteins	1	5	2	0	0	0	1
RPS20	ENSG00000008988	S ribosomal proteins	2	5	2	0	0	0	1
FLG	ENSG00000143631	S100 fused type protein family	2	1	2	0	0	0	1
SCARB2	ENSG00000138760	Scavenger receptors	1	4	2	0	0	0	1
CD36	ENSG00000135218	Scavenger receptors	3	4	2	0	0	0	1
KLK4	ENSG00000167749	Serine proteases	2	3	2	0	0	0	1
SERPINF1	ENSG00000132386	Serpin peptidase inhibitors	1	5	2	0	0	0	1
SH2D1A	ENSG00000183918	SH2 domain containing	1	13	2	0	0	0	1
STAT5B	ENSG00000173757	SH2 domain containing	1	13	2	0	0	0	1
RDH5	ENSG00000135437	Short chain dehydrogenase/reductase superfamily	1	13	2	0	0	0	1
SDR9C7	ENSG00000170426	Short chain dehydrogenase/reductase superfamily	1	13	2	0	0	0	1
SPR	ENSG00000116096	Short chain dehydrogenase/reductase superfamily	1	13	2	0	0	0	1
HSD17B10	ENSG00000072506	Short chain dehydrogenase/reductase superfamily	2	13	2	0	0	0	1
ST3GAL5	ENSG00000115525	Sialyltransferases	1	1	2	0	0	0	1
SIX1	ENSG00000126778	SINE class homeoboxes	1	1	2	0	0	0	1
HSPB1	ENSG00000106211	Small heat shock proteins	1	3	2	0	0	0	1
CRYAA	ENSG00000160202	Small heat shock proteins	1	3	2	0	0	0	1
RPS20	ENSG00000008988	Small nucleolar RNA protein coding host genes	2	14	2	0	0	0	1
CHD8	ENSG00000100888	Small nucleolar RNA protein coding host genes	2	14	2	0	0	0	1
DKC1	ENSG00000130826	Small nucleolar RNA protein coding host genes	5	14	2	0	0	0	1
SMARCAL1	ENSG00000138375	SNF2 related family	1	10	2	0	0	0	1
CHD8	ENSG00000100888	SNF2 related family	2	10	2	0	0	0	1
NALCN	ENSG00000102452	"Sodium leak channels, non selective"	2	1	2	0	0	0	1
SCN11A	ENSG00000168356	Sodium voltage-gated channel alpha subunits	1	8	2	0	0	0	1
SLC13A5	ENSG00000141485	Solute carrier family 13	1	2	2	0	0	0	1
SLC19A3	ENSG00000135917	Solute carrier family 19	1	2	2	0	0	0	1
SLC22A12	ENSG00000197891	Solute carrier family 22	1	2	2	0	0	0	1
SLC25A4	ENSG00000151729	Solute carrier family 25	1	10	2	0	0	0	1
SLC26A3	ENSG00000091138	Solute carrier family 26	1	3	2	0	0	0	1
SLC29A3	ENSG00000198246	Solute carrier family 29	1	2	2	0	0	0	1
SLC38A8	ENSG00000166558	Solute carrier family 38	1	1	2	0	0	0	1
RHAG	ENSG00000112077	Solute carrier family 42	3	1	2	0	0	0	1
FLVCR1	ENSG00000162769	Solute carrier family 49	1	1	2	0	0	0	1
SLC5A6	ENSG00000138074	Solute carrier family 5	1	3	2	0	0	0	1
MFSD8	ENSG00000164073	Solute carrier family 74	1	1	2	0	0	0	1
SPTB	ENSG00000070182	Spectrins	3	5	2	0	0	0	1
PQBP1	ENSG00000102103	Spliceosomal B complex	1	1	2	0	0	0	1
EFTUD2	ENSG00000108883	Spliceosomal Bact complex	5	1	2	0	0	0	1
EFTUD2	ENSG00000108883	Spliceosomal C complex	5	4	2	0	0	0	1
DDX41	ENSG00000183258	Spliceosomal C complex	3	4	2	0	0	0	1
DDX41	ENSG00000183258	Spliceosomal P complex	3	5	2	0	0	0	1
EFTUD2	ENSG00000108883	Spliceosomal P complex	5	5	2	0	0	0	1
SOX4	ENSG00000124766	SRY-box transcription factors	1	6	2	0	0	0	1
SOX9	ENSG00000125398	SRY-box transcription factors	1	6	2	0	0	0	1
SRY	ENSG00000184895	SRY-box transcription factors	1	6	2	0	0	0	1
GNS	ENSG00000135677	Sulfatases	1	7	2	0	0	0	1
CHST6	ENSG00000183196	"Sulfotransferases, membrane bound"	1	2	2	0	0	0	1
PBX1	ENSG00000185630	TALE class homeoboxes and pseudogenes	1	2	2	0	0	0	1
DKC1	ENSG00000130826	Telomerase holoenzyme subunits	5	2	2	0	0	0	1
NCF2	ENSG00000116701	Tetratricopeptide repeat domain containing	1	8	2	0	0	0	1
NPHP3	ENSG00000113971	Tetratricopeptide repeat domain containing	2	8	2	0	0	0	1
PEX5	ENSG00000139197	Tetratricopeptide repeat domain containing	2	8	2	0	0	0	1
TXNDC15	ENSG00000113621	Thioredoxin domain containing 	1	2	2	0	0	0	1
THRA	ENSG00000126351	Thyroid hormone receptors	1	2	2	0	0	0	1
MYMK	ENSG00000187616	TMEM8 family	1	1	2	0	0	0	1
TFAP2A	ENSG00000137203	Transcription factor AP-2 family	1	2	2	0	0	0	1
TFAP2B	ENSG00000008196	Transcription factor AP-2 family	1	2	2	0	0	0	1
TGFB1	ENSG00000105329	Transforming growth factor beta family	1	2	2	0	0	0	1
NODAL	ENSG00000156574	Transforming growth factor beta superfamily	1	1	2	0	0	0	1
TRPC6	ENSG00000137672	Transient receptor potential cation channels	3	6	2	0	0	0	1
EEF1A2	ENSG00000101210	Translational GTPases	1	3	2	0	0	0	1
EFTUD2	ENSG00000108883	Translational GTPases	5	3	2	0	0	0	1
TPM3	ENSG00000143549	Tropomyosins	1	3	2	0	0	0	1
TUBA4A	ENSG00000127824	Tubulins	1	10	2	0	0	0	1
TUBB2A	ENSG00000137267	Tubulins	1	10	2	0	0	0	1
TUBB2B	ENSG00000137285	Tubulins	1	10	2	0	0	0	1
TUBB4A	ENSG00000104833	Tubulins	1	10	2	0	0	0	1
FAS	ENSG00000026103	Tumor necrosis factor receptor superfamily	3	4	2	0	0	0	1
CD40LG	ENSG00000102245	Tumor necrosis factor superfamily	2	2	2	0	0	0	1
BMPR2	ENSG00000204217	Type 2 receptor serine/threonine kinases	1	2	2	0	0	0	1
EFTUD2	ENSG00000108883	U5 small nuclear ribonucleoprotein	5	2	2	0	0	0	1
VAMP1	ENSG00000139190	Vesicle associated membrane proteins	1	1	2	0	0	0	1
HEPACAM	ENSG00000165478	V-set domain containing	2	5	2	0	0	0	1
ATP6V0A4	ENSG00000105929	V-type ATPase subunits	1	7	2	0	0	0	1
ATP6V1B1	ENSG00000116039	V-type ATPase subunits	2	7	2	0	0	0	1
DMXL2	ENSG00000104093	WD repeat domain containing	1	26	2	0	0	0	1
ERCC5	ENSG00000134899	Xeroderma pigmentosum complementation groups	3	7	2	0	0	0	1
POLH	ENSG00000170734	Xeroderma pigmentosum complementation groups	2	7	2	0	0	0	1
ERCC4	ENSG00000175595	Xeroderma pigmentosum complementation groups	3	7	2	0	0	0	1
ADNP	ENSG00000101126	ZF class homeoboxes and pseudogenes	2	2	2	0	0	0	1
EGR2	ENSG00000122877	Zinc fingers C2H2-type	1	15	2	0	0	0	1
CTCF	ENSG00000102974	Zinc fingers C2H2-type	2	15	2	0	0	0	1
POGZ	ENSG00000143442	Zinc fingers C2H2-type	2	15	2	0	0	0	1
ADNP	ENSG00000101126	Zinc fingers C2H2-type	2	15	2	0	0	0	1
DNMT1	ENSG00000130816	Zinc fingers CXXC-type	3	2	2	0	0	0	1
SQSTM1	ENSG00000161011	Zinc fingers ZZ-type	1	3	2	0	0	0	1
ANK1	ENSG00000029534	ZU5 domain containing 	3	2	2	0	0	0	1
ANK2	ENSG00000145362	ZU5 domain containing 	4	2	2	0	0	0	1
PEX1	ENSG00000127980	AAA ATPases	2	11	3	0	0	0	1
ABL1	ENSG00000097007	Abl family tyrosine kinases	2	1	3	0	0	0	1
ACTA2	ENSG00000107796	Actins	1	6	3	0	0	0	1
ACTC1	ENSG00000159251	Actins	1	6	3	0	0	0	1
ACTG2	ENSG00000163017	Actins	1	6	3	0	0	0	1
ACTB	ENSG00000075624	Actins	4	6	3	0	0	0	1
ACADSB	ENSG00000196177	Acyl-CoA dehydrogenase family	2	8	3	0	0	0	1
AP2S1	ENSG00000042753	Adaptor related protein complex 2	1	1	3	0	0	0	1
ALDH18A1	ENSG00000059573	Aldehyde dehydrogenases	1	5	3	0	0	0	1
ALG6	ENSG00000088035	"Alpha-1,3-glucosyltransferases"	1	1	3	0	0	0	1
RARS2	ENSG00000146282	"Aminoacyl tRNA synthetases, Class I"	1	9	3	0	0	0	1
AARS1	ENSG00000090861	"Aminoacyl tRNA synthetases, Class II"	1	9	3	0	0	0	1
FARS2	ENSG00000145982	"Aminoacyl tRNA synthetases, Class II"	1	9	3	0	0	0	1
GARS1	ENSG00000106105	"Aminoacyl tRNA synthetases, Class II"	1	9	3	0	0	0	1
NARS1	ENSG00000134440	"Aminoacyl tRNA synthetases, Class II"	1	9	3	0	0	0	1
AQP2	ENSG00000167580	Aquaporins	1	2	3	0	0	0	1
ALOX12B	ENSG00000179477	Arachidonate lipoxygenases	1	2	3	0	0	0	1
PATL2	ENSG00000229474	Armadillo like helical domain containing	1	30	3	0	0	0	1
MTOR	ENSG00000198793	Armadillo like helical domain containing	3	30	3	0	0	0	1
PPP2R5D	ENSG00000112640	Armadillo like helical domain containing	2	30	3	0	0	0	1
EPM2A	ENSG00000112425	Atypical dual specificity phosphatases	1	1	3	0	0	0	1
MKS1	ENSG00000011143	B9 domain containing	2	3	3	0	0	0	1
B9D2	ENSG00000123810	B9 domain containing	2	3	3	0	0	0	1
SMARCA4	ENSG00000127616	BAF complex subunits	5	5	3	0	0	0	1
ACTB	ENSG00000075624	BAF complex subunits	4	5	3	0	0	0	1
B3GALT6	ENSG00000176022	Beta 3-glycosyltransferases	1	3	3	0	0	0	1
HPS1	ENSG00000107521	Biogenesis of lysosomal organelles complex 3 	2	1	3	0	0	0	1
PIGG	ENSG00000174227	Blood group antigens	2	6	3	0	0	0	1
MRE11	ENSG00000020922	BRCA1 C complex	3	4	3	0	0	0	1
VPS13B	ENSG00000132549	Bridge-like lipid transfer protein family	1	2	3	0	0	0	1
SMARCA4	ENSG00000127616	Bromodomain containing	5	6	3	0	0	0	1
SYNGAP1	ENSG00000197283	C2 and RasGAP domain containing	2	2	3	0	0	0	1
CACNA1G	ENSG00000006283	Calcium voltage-gated channel alpha1 subunits	1	7	3	0	0	0	1
CACNA1S	ENSG00000081248	Calcium voltage-gated channel alpha1 subunits	1	7	3	0	0	0	1
CAMK2B	ENSG00000058404	CAMK2 family	1	3	3	0	0	0	1
CA5A	ENSG00000174990	Carbonic anhydrases	1	3	3	0	0	0	1
CASK	ENSG00000147044	CASK family	3	1	3	0	0	0	1
IFIH1	ENSG00000115267	Caspase recruitment domain containing	2	8	3	0	0	0	1
CD46	ENSG00000117335	CD molecules	3	45	3	0	0	0	1
FZD4	ENSG00000174804	CD molecules	2	45	3	0	0	0	1
MKKS	ENSG00000125863	Chaperonins	1	4	3	0	0	0	1
CLCN4	ENSG00000073464	Chloride voltage-gated channels	1	7	3	0	0	0	1
CLCN5	ENSG00000171365	Chloride voltage-gated channels	2	7	3	0	0	0	1
CLCN7	ENSG00000103249	Chloride voltage-gated channels	2	7	3	0	0	0	1
CTRC	ENSG00000162438	Chymotrypsins	1	1	3	0	0	0	1
UBA1	ENSG00000130985	Cilia and flagella associated	2	9	3	0	0	0	1
COL6A3	ENSG00000163359	Collagens	1	4	3	0	0	0	1
CD46	ENSG00000117335	Complement system regulators and receptors	3	6	3	0	0	0	1
F2	ENSG00000180210	Complement system regulators and receptors	3	6	3	0	0	0	1
F5	ENSG00000198734	Cupredoxin superfamily	2	2	3	0	0	0	1
CYP27B1	ENSG00000111012	Cytochrome P450 family 27	1	2	3	0	0	0	1
ERCC3	ENSG00000163161	DexD/H helicases	4	1	3	0	0	0	1
PRRT2	ENSG00000167371	Dispanins	1	2	3	0	0	0	1
LIG4	ENSG00000174405	DNA ligases	1	1	3	0	0	0	1
POLD1	ENSG00000062822	DNA polymerases	1	6	3	0	0	0	1
SACS	ENSG00000151835	DNAJ (HSP40) heat shock proteins	2	5	3	0	0	0	1
DPM1	ENSG00000000419	Dolichyl-phosphate mannosyltransferase subunits	2	1	3	0	0	0	1
DCX	ENSG00000077279	Doublecortin superfamily	1	1	3	0	0	0	1
OPA1	ENSG00000198836	Dynamin superfamily	1	2	3	0	0	0	1
ENPP1	ENSG00000197594	Ectonucleotide pyrophosphatase/phosphodiesterase family	1	1	3	0	0	0	1
SPTAN1	ENSG00000197694	EF-hand domain containing	2	23	3	0	0	0	1
PKD2	ENSG00000118762	EF-hand domain containing	2	23	3	0	0	0	1
EPHB4	ENSG00000196411	EPH receptors	2	1	3	0	0	0	1
ERCC3	ENSG00000163161	ERCC excision repair associated	4	7	3	0	0	0	1
RBM8A	ENSG00000265241	Exon junction complex	3	1	3	0	0	0	1
ERI1	ENSG00000104626	Exonucleases	2	3	3	0	0	0	1
WRN	ENSG00000165392	Exonucleases	2	3	3	0	0	0	1
EXT1	ENSG00000182197	Exostosin glycosyltransferase family	1	2	3	0	0	0	1
